userIdInt,recommendations
411,"[{'189325': 4.07}, {'145022': 4.06}, {'173351': 3.83}, {'9019': 3.76}, {'84122': 3.64}, {'7343': 3.53}, {'173535': 3.49}, {'145994': 3.39}, {'188751': 3.24}, {'172583': 3.22}, {'132569': 3.22}, {'84160': 3.2}, {'126086': 3.1}, {'80181': 3.1}, {'160990': 3.1}]"
412,"[{'145022': 4.36}, {'89961': 4.15}, {'9019': 4.07}, {'34246': 4.0}, {'132569': 3.84}, {'80181': 3.8}, {'173535': 3.66}, {'189325': 3.66}, {'173351': 3.61}, {'26757': 3.61}, {'7343': 3.57}, {'136445': 3.4}, {'27112': 3.39}, {'5037': 3.33}, {'145140': 3.32}]"
413,"[{'4739': 5.0}, {'96009': 5.0}, {'25797': 5.0}, {'127188': 5.0}, {'5467': 5.0}, {'137759': 5.0}, {'65235': 5.0}, {'106881': 5.0}, {'164163': 5.4}, {'65315': 5.38}, {'175655': 5.33}, {'143349': 5.33}, {'6258': 5.28}, {'58324': 5.2}, {'52865': 5.16}]"
414,"[{'119565': 5.0}, {'89862': 5.09}, {'26157': 5.0}, {'31032': 4.9}, {'27513': 4.67}, {'170601': 4.62}, {'158322': 4.6}, {'143353': 4.48}, {'169814': 4.46}, {'144448': 4.31}, {'130578': 4.27}, {'4434': 4.21}, {'70992': 4.18}, {'69075': 4.13}, {'54171': 4.09}]"
415,"[{'145022': 4.68}, {'48389': 3.81}, {'189325': 3.52}, {'59832': 3.48}, {'70978': 3.33}, {'56432': 3.32}, {'73824': 3.31}, {'114895': 3.28}, {'151585': 3.25}, {'98587': 3.2}, {'141826': 3.18}, {'69269': 3.14}, {'57854': 3.13}, {'146002': 3.12}, {'136443': 3.11}]"
416,"[{'189325': 4.16}, {'985': 3.29}, {'5783': 3.25}, {'96004': 3.13}, {'1514': 3.08}, {'145022': 2.99}, {'49668': 2.92}, {'2591': 2.91}, {'9019': 2.9}, {'5037': 2.87}, {'26809': 2.86}, {'34246': 2.85}, {'173351': 2.85}, {'99397': 2.81}, {'35386': 2.78}]"
417,"[{'146684': 3.78}, {'169814': 3.75}, {'133716': 3.7}, {'3229': 3.68}, {'119565': 3.48}, {'5727': 3.48}, {'93193': 3.42}, {'3670': 3.42}, {'31032': 3.4}, {'132632': 3.35}, {'26157': 3.34}, {'70992': 3.32}, {'3905': 3.27}, {'61357': 3.27}, {'134109': 3.24}]"
418,"[{'145022': 3.76}, {'189325': 3.58}, {'173351': 2.87}, {'98126': 2.78}, {'8238': 2.77}, {'5037': 2.71}, {'26809': 2.61}, {'131252': 2.53}, {'8055': 2.52}, {'140150': 2.52}, {'117310': 2.51}, {'873': 2.49}, {'188187': 2.48}, {'60880': 2.47}, {'62206': 2.47}]"
419,"[{'3229': 4.6}, {'34246': 3.81}, {'93193': 3.8}, {'33264': 3.75}, {'115965': 3.69}, {'61937': 3.69}, {'146684': 3.63}, {'30747': 3.57}, {'54196': 3.55}, {'39410': 3.49}, {'3419': 3.49}, {'1543': 3.48}, {'145022': 3.46}, {'90933': 3.42}, {'26219': 3.41}]"
420,"[{'127188': 3.36}, {'145022': 3.16}, {'138680': 3.14}, {'142857': 3.1}, {'49668': 3.1}, {'53853': 2.94}, {'32811': 2.93}, {'4538': 2.92}, {'2299': 2.89}, {'116839': 2.89}, {'165069': 2.88}, {'71027': 2.85}, {'151767': 2.85}, {'7928': 2.8}, {'190089': 2.79}]"
421,"[{'145022': 3.63}, {'189325': 3.54}, {'146684': 2.95}, {'134109': 2.77}, {'62206': 2.76}, {'60880': 2.76}, {'79236': 2.76}, {'5783': 2.76}, {'170939': 2.75}, {'60135': 2.74}, {'71027': 2.73}, {'31894': 2.7}, {'26717': 2.69}, {'26219': 2.68}, {'89632': 2.68}]"
422,"[{'8421': 3.81}, {'5783': 3.74}, {'98065': 3.59}, {'99397': 3.57}, {'985': 3.48}, {'42740': 3.45}, {'165343': 3.36}, {'106158': 3.33}, {'121155': 3.32}, {'65359': 3.27}, {'109556': 3.19}, {'76132': 3.15}, {'27856': 3.13}, {'5842': 3.12}, {'7343': 3.11}]"
423,"[{'189325': 3.45}, {'145022': 3.29}, {'142857': 2.72}, {'4538': 2.49}, {'62206': 2.47}, {'79236': 2.47}, {'60880': 2.47}, {'71027': 2.42}, {'7928': 2.4}, {'76158': 2.4}, {'142861': 2.4}, {'98595': 2.37}, {'27093': 2.35}, {'158832': 2.35}, {'165069': 2.34}]"
424,"[{'145022': 3.9}, {'189325': 3.69}, {'3229': 3.12}, {'8238': 3.09}, {'5037': 2.94}, {'33264': 2.88}, {'173351': 2.87}, {'32381': 2.82}, {'6121': 2.82}, {'26141': 2.79}, {'2591': 2.73}, {'7405': 2.7}, {'172583': 2.68}, {'26581': 2.68}, {'32649': 2.67}]"
425,"[{'54243': 4.12}, {'163941': 4.07}, {'27754': 4.06}, {'54198': 4.03}, {'130': 4.02}, {'167964': 3.97}, {'31148': 3.94}, {'146327': 3.94}, {'35386': 3.9}, {'111320': 3.88}, {'5035': 3.86}, {'82765': 3.86}, {'103386': 3.84}, {'67812': 3.81}, {'27856': 3.79}]"
426,"[{'70229': 3.53}, {'154941': 3.18}, {'167964': 3.06}, {'7890': 3.02}, {'84230': 3.01}, {'172455': 3.01}, {'127192': 2.98}, {'48167': 2.95}, {'140769': 2.91}, {'2775': 2.87}, {'560': 2.86}, {'49225': 2.84}, {'140809': 2.84}, {'167532': 2.84}, {'174219': 2.83}]"
427,"[{'8421': 5.0}, {'58933': 5.07}, {'5783': 4.82}, {'96687': 4.61}, {'99397': 4.52}, {'71482': 4.44}, {'157387': 4.42}, {'89862': 4.32}, {'140150': 4.29}, {'65359': 4.28}, {'26219': 4.25}, {'6826': 4.21}, {'25762': 4.21}, {'95771': 4.21}, {'116215': 4.13}]"
428,"[{'145022': 3.66}, {'189325': 3.39}, {'192579': 2.83}, {'60880': 2.79}, {'62206': 2.79}, {'79236': 2.79}, {'6342': 2.76}, {'116839': 2.73}, {'140769': 2.7}, {'135979': 2.65}, {'171749': 2.61}, {'142857': 2.6}, {'188187': 2.58}, {'112907': 2.55}, {'91970': 2.55}]"
429,"[{'6843': 4.45}, {'145022': 4.39}, {'70978': 4.18}, {'26761': 4.11}, {'7341': 3.99}, {'3229': 3.87}, {'8867': 3.86}, {'47493': 3.81}, {'189325': 3.79}, {'166777': 3.67}, {'26803': 3.65}, {'98587': 3.57}, {'79677': 3.55}, {'89896': 3.54}, {'49359': 3.52}]"
430,"[{'145022': 4.07}, {'189325': 3.87}, {'144448': 3.36}, {'108518': 3.28}, {'142861': 3.18}, {'3229': 3.17}, {'38881': 2.93}, {'142857': 2.91}, {'105130': 2.83}, {'27679': 2.82}, {'51167': 2.81}, {'72899': 2.81}, {'1795': 2.79}, {'26141': 2.78}, {'1555': 2.76}]"
431,"[{'31894': 3.83}, {'55298': 3.51}, {'70978': 3.44}, {'133716': 3.43}, {'145028': 3.39}, {'31032': 3.37}, {'119565': 3.33}, {'133199': 3.33}, {'169814': 3.33}, {'82157': 3.27}, {'7341': 3.25}, {'7879': 3.21}, {'143353': 3.19}, {'26593': 3.19}, {'60135': 3.15}]"
432,"[{'189325': 4.0}, {'145022': 3.92}, {'142857': 3.26}, {'144448': 3.07}, {'62206': 2.87}, {'60880': 2.87}, {'79236': 2.87}, {'78162': 2.82}, {'114895': 2.8}, {'76158': 2.78}, {'133869': 2.77}, {'136459': 2.76}, {'44421': 2.76}, {'97779': 2.75}, {'142861': 2.75}]"
433,"[{'55106': 4.12}, {'90933': 4.05}, {'93193': 3.91}, {'3229': 3.74}, {'6511': 3.73}, {'137759': 3.71}, {'189325': 3.7}, {'91035': 3.68}, {'5731': 3.65}, {'3419': 3.64}, {'8129': 3.58}, {'127180': 3.57}, {'147250': 3.53}, {'145064': 3.52}, {'68835': 3.48}]"
434,"[{'189325': 3.44}, {'142857': 3.39}, {'145022': 3.28}, {'25966': 3.17}, {'142861': 3.14}, {'65315': 3.12}, {'86096': 3.1}, {'5982': 3.01}, {'109423': 3.0}, {'32352': 2.98}, {'4538': 2.97}, {'25797': 2.94}, {'71027': 2.94}, {'34231': 2.93}, {'106054': 2.91}]"
435,"[{'189325': 3.67}, {'6511': 3.22}, {'68835': 2.9}, {'89139': 2.89}, {'49668': 2.85}, {'34246': 2.82}, {'61628': 2.8}, {'7928': 2.77}, {'2591': 2.74}, {'1555': 2.72}, {'33264': 2.7}, {'93916': 2.67}, {'142861': 2.65}, {'6121': 2.65}, {'154816': 2.64}]"
436,"[{'51167': 4.82}, {'38881': 4.54}, {'26157': 4.51}, {'144448': 4.43}, {'78162': 4.33}, {'132632': 4.25}, {'54171': 4.25}, {'108518': 4.15}, {'133769': 4.09}, {'66320': 3.98}, {'6511': 3.83}, {'5700': 3.81}, {'97779': 3.79}, {'3335': 3.78}, {'3229': 3.77}]"
437,"[{'132569': 4.44}, {'8823': 3.88}, {'98697': 3.79}, {'96634': 3.76}, {'173535': 3.74}, {'46194': 3.71}, {'7343': 3.67}, {'49225': 3.58}, {'140769': 3.5}, {'6933': 3.49}, {'27658': 3.46}, {'143237': 3.45}, {'26761': 3.44}, {'27646': 3.42}, {'145022': 3.42}]"
438,"[{'189325': 3.47}, {'61037': 3.37}, {'119565': 3.33}, {'60135': 3.29}, {'89862': 3.29}, {'31032': 3.23}, {'40752': 3.22}, {'105130': 3.19}, {'5783': 3.16}, {'47150': 3.1}, {'69075': 3.08}, {'44073': 3.07}, {'101893': 3.06}, {'100882': 2.96}, {'145022': 2.94}]"
439,"[{'6511': 4.71}, {'26761': 4.32}, {'132954': 4.0}, {'2768': 3.89}, {'91035': 3.84}, {'188309': 3.72}, {'6600': 3.71}, {'5813': 3.6}, {'104141': 3.52}, {'114873': 3.51}, {'108518': 3.48}, {'5731': 3.46}, {'98697': 3.43}, {'44115': 3.43}, {'106222': 3.41}]"
440,"[{'145022': 4.5}, {'44073': 3.56}, {'192579': 3.45}, {'5939': 3.35}, {'140150': 3.33}, {'61037': 3.13}, {'105130': 3.13}, {'30721': 3.11}, {'189325': 3.06}, {'58870': 2.94}, {'3609': 2.93}, {'98126': 2.9}, {'96304': 2.86}, {'60014': 2.85}, {'60389': 2.81}]"
441,"[{'121135': 5.0}, {'165343': 5.17}, {'91490': 5.02}, {'117543': 4.97}, {'114873': 4.92}, {'145028': 4.84}, {'6127': 4.81}, {'55856': 4.73}, {'77841': 4.71}, {'7885': 4.66}, {'33410': 4.57}, {'169682': 4.55}, {'98065': 4.52}, {'112903': 4.49}, {'26761': 4.43}]"
442,"[{'143239': 5.28}, {'7351': 5.14}, {'108518': 4.97}, {'32811': 4.7}, {'85298': 4.57}, {'106561': 4.4}, {'138680': 4.36}, {'49668': 4.31}, {'142857': 4.25}, {'58324': 4.15}, {'120813': 4.14}, {'134704': 4.1}, {'32862': 4.1}, {'53853': 3.96}, {'91823': 3.95}]"
443,"[{'142857': 3.17}, {'145022': 3.06}, {'189325': 3.04}, {'71027': 2.96}, {'146684': 2.93}, {'25797': 2.9}, {'65315': 2.87}, {'6258': 2.8}, {'4538': 2.76}, {'133716': 2.76}, {'132632': 2.76}, {'76158': 2.75}, {'51167': 2.74}, {'91707': 2.74}, {'114082': 2.65}]"
444,"[{'145022': 4.51}, {'189325': 3.24}, {'171749': 3.17}, {'142857': 2.88}, {'145140': 2.86}, {'173535': 2.84}, {'116839': 2.76}, {'188187': 2.7}, {'192579': 2.63}, {'62063': 2.6}, {'160990': 2.56}, {'138680': 2.56}, {'84407': 2.56}, {'185951': 2.53}, {'98126': 2.53}]"
445,"[{'67812': 5.0}, {'70175': 5.0}, {'154816': 5.0}, {'146327': 5.0}, {'96004': 5.0}, {'40752': 5.0}, {'2216': 5.0}, {'169288': 5.0}, {'8867': 5.0}, {'143239': 5.0}, {'89139': 5.33}, {'61312': 5.32}, {'6004': 5.19}, {'179285': 5.18}, {'177287': 5.1}]"
446,"[{'145022': 5.0}, {'127188': 5.0}, {'70175': 5.29}, {'165069': 5.08}, {'151767': 5.03}, {'138680': 4.99}, {'70968': 4.96}, {'171749': 4.95}, {'49668': 4.88}, {'118252': 4.83}, {'4538': 4.82}, {'145994': 4.82}, {'142857': 4.79}, {'160990': 4.74}, {'105364': 4.73}]"
447,"[{'49225': 4.59}, {'140769': 4.51}, {'192579': 4.22}, {'27646': 4.02}, {'6342': 3.92}, {'154941': 3.83}, {'53349': 3.8}, {'136249': 3.78}, {'81665': 3.76}, {'174219': 3.75}, {'5216': 3.73}, {'135979': 3.69}, {'2775': 3.66}, {'27841': 3.58}, {'102007': 3.57}]"
448,"[{'5783': 4.5}, {'26219': 4.27}, {'140150': 4.22}, {'58933': 3.98}, {'67812': 3.98}, {'92122': 3.97}, {'25762': 3.92}, {'157387': 3.92}, {'174487': 3.91}, {'146327': 3.9}, {'32659': 3.9}, {'90939': 3.88}, {'89862': 3.88}, {'167964': 3.83}, {'172455': 3.79}]"
449,"[{'140809': 2.99}, {'164983': 2.98}, {'152029': 2.9}, {'42740': 2.87}, {'154941': 2.87}, {'52865': 2.87}, {'123200': 2.86}, {'107368': 2.8}, {'43289': 2.76}, {'5842': 2.76}, {'127192': 2.76}, {'2768': 2.73}, {'84799': 2.7}, {'169288': 2.66}, {'96009': 2.61}]"
450,"[{'189325': 3.39}, {'145022': 3.36}, {'79236': 2.66}, {'62206': 2.66}, {'60880': 2.66}, {'142857': 2.61}, {'91970': 2.49}, {'72899': 2.43}, {'61037': 2.43}, {'158832': 2.41}, {'27093': 2.41}, {'59799': 2.41}, {'105130': 2.4}, {'63226': 2.4}, {'126046': 2.4}]"
451,"[{'189325': 4.25}, {'145022': 3.66}, {'61628': 3.04}, {'173735': 2.94}, {'145994': 2.92}, {'108518': 2.91}, {'84122': 2.84}, {'109963': 2.77}, {'1555': 2.74}, {'142857': 2.74}, {'86541': 2.72}, {'142861': 2.71}, {'48389': 2.69}, {'86096': 2.67}, {'97828': 2.64}]"
452,"[{'135625': 3.75}, {'33410': 3.74}, {'7879': 3.72}, {'5783': 3.7}, {'139195': 3.7}, {'31032': 3.59}, {'3303': 3.57}, {'26717': 3.57}, {'4982': 3.55}, {'98065': 3.53}, {'119565': 3.52}, {'6241': 3.5}, {'189325': 3.46}, {'93193': 3.46}, {'91273': 3.44}]"
453,"[{'189325': 3.62}, {'1664': 3.14}, {'6563': 3.09}, {'78111': 3.09}, {'86541': 3.08}, {'76758': 3.01}, {'174219': 2.98}, {'3625': 2.98}, {'145994': 2.96}, {'8462': 2.95}, {'77709': 2.89}, {'5842': 2.88}, {'83158': 2.88}, {'158322': 2.84}, {'40988': 2.83}]"
454,"[{'49225': 5.0}, {'5624': 5.0}, {'174219': 5.0}, {'91035': 5.21}, {'167532': 5.17}, {'54171': 5.15}, {'116191': 5.12}, {'174255': 5.11}, {'174353': 5.11}, {'174169': 5.11}, {'165397': 5.06}, {'171469': 5.06}, {'155832': 5.04}, {'26582': 5.02}, {'107117': 4.89}]"
455,"[{'26761': 3.2}, {'145022': 3.09}, {'70978': 2.99}, {'49225': 2.88}, {'27096': 2.87}, {'140769': 2.86}, {'149650': 2.81}, {'170959': 2.79}, {'27513': 2.78}, {'27646': 2.75}, {'42783': 2.75}, {'135979': 2.74}, {'188307': 2.7}, {'7343': 2.69}, {'64986': 2.66}]"
456,"[{'189325': 4.15}, {'145022': 4.09}, {'1555': 3.22}, {'7423': 3.13}, {'61628': 3.06}, {'31032': 3.02}, {'142861': 3.01}, {'48389': 2.97}, {'86096': 2.89}, {'145994': 2.88}, {'6004': 2.83}, {'154816': 2.79}, {'72035': 2.71}, {'8462': 2.69}, {'105364': 2.65}]"
457,"[{'5700': 5.11}, {'144448': 4.59}, {'189325': 4.54}, {'114895': 4.5}, {'158322': 4.49}, {'6119': 4.44}, {'26157': 4.41}, {'59295': 4.23}, {'97779': 4.17}, {'8878': 4.13}, {'78162': 4.11}, {'5484': 4.11}, {'69075': 4.1}, {'5182': 4.07}, {'160988': 4.05}]"
458,"[{'84230': 2.45}, {'189325': 2.39}, {'70229': 2.31}, {'26219': 2.27}, {'34246': 2.26}, {'138680': 2.25}, {'98065': 2.24}, {'27856': 2.24}, {'139636': 2.23}, {'873': 2.22}, {'172455': 2.16}, {'104631': 2.16}, {'560': 2.14}, {'121155': 2.12}, {'111680': 2.12}]"
459,"[{'3229': 3.64}, {'91707': 3.48}, {'85334': 3.47}, {'5465': 3.44}, {'26788': 3.37}, {'192579': 3.35}, {'93193': 3.32}, {'167870': 3.31}, {'8681': 3.24}, {'39410': 3.22}, {'30701': 3.19}, {'27223': 3.19}, {'32649': 3.19}, {'27738': 3.18}, {'148474': 3.17}]"
460,"[{'6127': 3.3}, {'189325': 2.98}, {'119565': 2.98}, {'6307': 2.98}, {'104321': 2.93}, {'135290': 2.92}, {'26761': 2.9}, {'145028': 2.9}, {'55856': 2.89}, {'59832': 2.85}, {'89632': 2.82}, {'31032': 2.81}, {'32375': 2.81}, {'51187': 2.79}, {'7879': 2.77}]"
461,"[{'145022': 4.04}, {'189325': 3.08}, {'173535': 2.86}, {'145140': 2.6}, {'84407': 2.58}, {'171749': 2.51}, {'4538': 2.42}, {'80181': 2.39}, {'26021': 2.37}, {'116839': 2.36}, {'165069': 2.35}, {'53453': 2.35}, {'190089': 2.34}, {'160990': 2.34}, {'34246': 2.34}]"
462,"[{'189325': 4.46}, {'31032': 4.0}, {'154816': 3.74}, {'6004': 3.63}, {'61628': 3.56}, {'48389': 3.56}, {'6241': 3.41}, {'142861': 3.41}, {'145022': 3.32}, {'26914': 3.32}, {'4982': 3.32}, {'55106': 3.28}, {'76151': 3.2}, {'79987': 3.17}, {'114895': 3.16}]"
463,"[{'145022': 2.55}, {'89862': 2.03}, {'189325': 2.02}, {'166777': 1.98}, {'27513': 1.98}, {'170601': 1.91}, {'70978': 1.9}, {'6563': 1.9}, {'93649': 1.87}, {'59832': 1.87}, {'7194': 1.86}, {'179275': 1.85}, {'119565': 1.85}, {'8922': 1.83}, {'142452': 1.82}]"
464,"[{'3229': 4.02}, {'93193': 3.93}, {'85334': 3.68}, {'2768': 3.48}, {'3670': 3.45}, {'115965': 3.41}, {'5465': 3.33}, {'144448': 3.32}, {'26157': 3.32}, {'5272': 3.3}, {'167870': 3.3}, {'31705': 3.3}, {'26788': 3.27}, {'27223': 3.25}, {'61357': 3.25}]"
465,"[{'189325': 3.13}, {'3229': 2.82}, {'93193': 2.66}, {'31032': 2.59}, {'142861': 2.54}, {'145022': 2.54}, {'119565': 2.53}, {'144448': 2.52}, {'27679': 2.51}, {'6004': 2.47}, {'5024': 2.43}, {'503': 2.4}, {'108518': 2.39}, {'33264': 2.37}, {'44100': 2.35}]"
466,"[{'7343': 4.38}, {'26761': 4.06}, {'189325': 4.04}, {'145022': 3.86}, {'149650': 3.85}, {'84122': 3.5}, {'131237': 3.38}, {'172583': 3.37}, {'117310': 3.36}, {'156783': 3.29}, {'95670': 3.27}, {'9019': 3.26}, {'98441': 3.23}, {'7405': 3.22}, {'32385': 3.21}]"
467,"[{'145022': 5.0}, {'4538': 3.93}, {'145034': 3.87}, {'189325': 3.81}, {'108518': 3.73}, {'106906': 3.69}, {'32811': 3.58}, {'172793': 3.56}, {'46194': 3.42}, {'1026': 3.42}, {'96634': 3.42}, {'144448': 3.4}, {'30981': 3.39}, {'26021': 3.38}, {'142857': 3.35}]"
468,"[{'26761': 5.0}, {'189325': 4.61}, {'27513': 4.25}, {'72784': 4.16}, {'166777': 4.15}, {'26803': 4.12}, {'8867': 4.02}, {'7174': 3.9}, {'84122': 3.83}, {'8878': 3.81}, {'3803': 3.78}, {'7343': 3.75}, {'98441': 3.75}, {'7388': 3.73}, {'26966': 3.73}]"
469,"[{'7343': 5.0}, {'132569': 5.0}, {'136445': 5.0}, {'6342': 5.32}, {'98065': 5.29}, {'111320': 5.28}, {'140769': 5.14}, {'27646': 5.11}, {'8996': 4.99}, {'111783': 4.96}, {'5567': 4.96}, {'141648': 4.91}, {'91035': 4.86}, {'149650': 4.83}, {'7146': 4.77}]"
470,"[{'5727': 5.0}, {'107737': 5.0}, {'5626': 5.0}, {'130618': 5.0}, {'91035': 5.0}, {'146684': 5.0}, {'133335': 5.0}, {'107117': 5.0}, {'133769': 5.0}, {'157224': 5.0}, {'33410': 5.0}, {'169670': 5.0}, {'137759': 5.0}, {'170939': 5.0}, {'151769': 5.0}]"
471,"[{'189325': 3.02}, {'84122': 2.4}, {'145022': 2.39}, {'26761': 2.35}, {'98697': 2.2}, {'7343': 2.19}, {'1664': 2.18}, {'60880': 2.16}, {'79236': 2.16}, {'62206': 2.16}, {'76758': 2.15}, {'26835': 2.1}, {'35386': 2.09}, {'9019': 2.08}, {'97828': 2.07}]"
472,"[{'9019': 5.0}, {'985': 5.0}, {'165343': 5.0}, {'7343': 5.0}, {'132569': 5.0}, {'56511': 5.32}, {'96004': 4.99}, {'99397': 4.79}, {'27856': 4.72}, {'76132': 4.7}, {'157106': 4.68}, {'98065': 4.65}, {'8293': 4.49}, {'40342': 4.45}, {'91241': 4.44}]"
473,"[{'189325': 3.22}, {'145022': 3.05}, {'3229': 2.91}, {'70992': 2.82}, {'26761': 2.77}, {'114895': 2.68}, {'70978': 2.6}, {'146684': 2.57}, {'33264': 2.53}, {'119565': 2.52}, {'26346': 2.49}, {'134109': 2.49}, {'92118': 2.48}, {'133716': 2.47}, {'100306': 2.46}]"
474,"[{'145022': 3.9}, {'173535': 3.31}, {'189325': 3.29}, {'132569': 2.88}, {'145140': 2.81}, {'89632': 2.79}, {'163022': 2.75}, {'190089': 2.74}, {'84122': 2.73}, {'165635': 2.7}, {'97828': 2.68}, {'9019': 2.67}, {'8823': 2.67}, {'8142': 2.66}, {'170939': 2.62}]"
475,"[{'106561': 5.0}, {'70175': 5.0}, {'157106': 5.0}, {'151767': 5.0}, {'49668': 5.36}, {'132569': 5.21}, {'130976': 5.2}, {'125918': 5.15}, {'108571': 5.04}, {'114875': 5.01}, {'189325': 4.78}, {'58324': 4.78}, {'53853': 4.75}, {'87975': 4.67}, {'170745': 4.63}]"
476,"[{'133716': 4.67}, {'134182': 4.55}, {'60356': 4.47}, {'76158': 4.47}, {'107117': 4.44}, {'5727': 4.34}, {'142857': 4.33}, {'175165': 4.26}, {'132632': 4.21}, {'136343': 4.17}, {'71027': 4.14}, {'57706': 4.12}, {'68482': 4.08}, {'5813': 4.05}, {'140341': 4.05}]"
477,"[{'173351': 5.14}, {'189325': 5.08}, {'8238': 4.84}, {'5037': 4.72}, {'7343': 4.49}, {'145022': 4.48}, {'117310': 4.33}, {'56511': 4.22}, {'115973': 4.19}, {'7405': 4.14}, {'172583': 4.12}, {'94542': 4.11}, {'65588': 4.06}, {'3184': 3.98}, {'63458': 3.96}]"
478,"[{'189325': 4.06}, {'145022': 3.19}, {'5783': 2.83}, {'985': 2.72}, {'60880': 2.69}, {'62206': 2.69}, {'79236': 2.69}, {'2591': 2.6}, {'142857': 2.59}, {'173275': 2.56}, {'83006': 2.56}, {'1514': 2.55}, {'91970': 2.55}, {'141359': 2.53}, {'107434': 2.53}]"
479,"[{'6673': 5.35}, {'31107': 4.81}, {'147726': 4.8}, {'48167': 4.7}, {'1664': 4.69}, {'92498': 4.54}, {'93649': 4.54}, {'8922': 4.53}, {'79994': 4.5}, {'96687': 4.5}, {'148058': 4.49}, {'72117': 4.47}, {'145022': 4.47}, {'157387': 4.41}, {'56511': 4.39}]"
480,"[{'145022': 3.81}, {'59832': 3.75}, {'135290': 3.71}, {'26803': 3.7}, {'189325': 3.65}, {'179285': 3.63}, {'7174': 3.41}, {'32375': 3.41}, {'166777': 3.32}, {'140349': 3.3}, {'8867': 3.29}, {'26761': 3.25}, {'136443': 3.2}, {'7388': 3.19}, {'151585': 3.16}]"
481,"[{'192579': 4.1}, {'145022': 3.99}, {'5216': 3.78}, {'39244': 3.65}, {'70978': 3.63}, {'112907': 3.6}, {'112903': 3.55}, {'165969': 3.39}, {'26073': 3.38}, {'98587': 3.38}, {'156783': 3.36}, {'82157': 3.36}, {'42783': 3.35}, {'160678': 3.34}, {'132358': 3.32}]"
482,"[{'145022': 5.01}, {'71027': 3.64}, {'142857': 3.57}, {'85298': 3.56}, {'105130': 3.54}, {'58870': 3.43}, {'118252': 3.43}, {'135693': 3.4}, {'151769': 3.38}, {'31894': 3.36}, {'61862': 3.35}, {'189325': 3.33}, {'133335': 3.28}, {'136588': 3.22}, {'78247': 3.14}]"
483,"[{'166777': 5.08}, {'8867': 4.8}, {'71728': 4.6}, {'27513': 4.29}, {'503': 4.29}, {'6563': 3.99}, {'6843': 3.97}, {'6154': 3.92}, {'49359': 3.9}, {'8922': 3.83}, {'4935': 3.8}, {'5024': 3.8}, {'157387': 3.78}, {'93649': 3.76}, {'32375': 3.72}]"
484,"[{'189325': 3.73}, {'6511': 3.64}, {'142857': 3.63}, {'108518': 3.23}, {'49668': 3.09}, {'143239': 3.08}, {'145022': 3.04}, {'7697': 3.02}, {'26761': 2.97}, {'32811': 2.87}, {'5982': 2.86}, {'4538': 2.83}, {'101893': 2.83}, {'142861': 2.8}, {'32851': 2.8}]"
485,"[{'145022': 3.89}, {'189325': 3.21}, {'146684': 3.07}, {'3229': 3.03}, {'192579': 2.97}, {'133716': 2.92}, {'4538': 2.9}, {'26228': 2.85}, {'142857': 2.84}, {'26073': 2.83}, {'132632': 2.8}, {'96634': 2.72}, {'91707': 2.71}, {'25782': 2.69}, {'68028': 2.68}]"
486,"[{'189325': 4.44}, {'145022': 4.03}, {'142857': 3.18}, {'79236': 3.17}, {'62206': 3.17}, {'60880': 3.17}, {'142861': 2.98}, {'92118': 2.91}, {'27093': 2.91}, {'158832': 2.88}, {'63226': 2.85}, {'80478': 2.85}, {'175217': 2.85}, {'77344': 2.85}, {'126046': 2.85}]"
487,"[{'170939': 5.22}, {'162726': 4.9}, {'96634': 4.6}, {'6933': 4.57}, {'76085': 4.57}, {'33832': 4.46}, {'89961': 4.38}, {'39244': 4.37}, {'71116': 4.32}, {'38656': 4.23}, {'6673': 4.17}, {'99030': 4.15}, {'146360': 4.07}, {'74148': 4.02}, {'8922': 4.01}]"
488,"[{'145022': 5.0}, {'31894': 4.47}, {'96634': 4.18}, {'105130': 4.13}, {'132632': 3.99}, {'142857': 3.91}, {'34314': 3.79}, {'78162': 3.74}, {'7406': 3.73}, {'44421': 3.72}, {'26593': 3.69}, {'60014': 3.61}, {'171631': 3.6}, {'83506': 3.56}, {'95756': 3.52}]"
489,"[{'127188': 4.67}, {'96009': 4.58}, {'145994': 4.23}, {'167532': 4.17}, {'188187': 4.13}, {'174219': 4.0}, {'117549': 3.99}, {'174265': 3.97}, {'167964': 3.95}, {'95151': 3.94}, {'174169': 3.94}, {'174255': 3.94}, {'174353': 3.94}, {'411': 3.91}, {'140807': 3.91}]"
490,"[{'144448': 5.0}, {'6933': 5.0}, {'54171': 5.0}, {'96634': 5.0}, {'38881': 5.0}, {'26157': 5.0}, {'66320': 5.0}, {'31290': 5.0}, {'158322': 5.0}, {'26417': 5.0}, {'91035': 5.0}, {'5778': 5.0}, {'107117': 5.0}, {'46194': 5.0}, {'68028': 5.0}]"
491,"[{'145022': 3.95}, {'189325': 3.85}, {'60880': 2.89}, {'79236': 2.89}, {'62206': 2.89}, {'76158': 2.83}, {'142857': 2.83}, {'97828': 2.77}, {'71027': 2.73}, {'4538': 2.73}, {'27093': 2.72}, {'98595': 2.72}, {'112907': 2.7}, {'156783': 2.67}, {'89632': 2.66}]"
